"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"529951 (2010 UD)",1.098,0.2640,26.29,23.74,262.26,0.808,1.39,1.15,2955,0,268,,,21.08
"530085 (2010 XC11)",2.519,0.8492,9.12,94.09,121.47,0.380,4.66,4,4669,0,118,,,18.76
"530520 (2011 LT17)",1.1,0.2874,20.90,83.45,270.62,0.784,1.42,1.15,3103,0,117,,,21.85
"530974 (2012 BN11)",1.457,0.3950,4.36,153.71,69.77,0.882,2.03,1.76,2787,0,319,,,20.77
"531060 (2012 DJ61)",0.9176,0.5153,53.63,346.27,311.96,0.445,1.39,0.879,2927,0,116,,,19.89
"531277 (2012 MM11)",2.113,0.6479,3.18,245.42,124.24,0.744,3.48,3.07,3511,0,549,2,1,20.30
"531899 (2013 BE19)",0.9113,0.2974,31.01,309.26,311.97,0.640,1.18,0.87,2559,0,273,,,19.78
"531914 (2013 BW76)",2.058,0.5337,40.36,58.22,0.56,0.960,3.16,2.95,3367,0,123,,,18.37
"531944 (2013 CU83)",1.285,0.1829,10.34,303.33,18.84,1.050,1.52,1.46,3576,0,335,,,21.33
"533011 (2014 AY28)",1.425,0.2826,5.71,169.57,22.73,1.023,1.83,1.7,1809,0,378,2,0,21.85
"533372 (2014 GG17)",1.367,0.3525,39.15,195.28,239.58,0.885,1.85,1.6,2946,0,142,,,20.17
"533671 (2014 LJ21)",2.889,0.8956,24.28,126.58,302.90,0.302,5.48,4.91,6977,0,618,,,15.90
"533722 (2014 NE52)",2.385,0.6585,3.86,54.52,337.61,0.815,3.96,3.68,1794,1,314,,,18.21
"535844 (2015 BY310)",1.587,0.4008,4.79,328.41,229.53,0.951,2.22,2,3097,0,609,1,0,21.89
"536531 (2015 DV215)",1.538,0.4027,13.20,13.92,41.37,0.919,2.16,1.91,1644,0,79,,,20.46
"537395 (2015 LG2)",1.26,0.1817,21.29,133.11,188.91,1.031,1.49,1.41,7448,0,214,2,2,20.48
"538212 (2016 CA136)",2.032,0.7812,1.26,239.74,125.01,0.444,3.62,2.9,3339,0,289,,,19.35
"539063 (2016 MK1)",1.5,0.7160,10.78,178.30,240.70,0.426,2.57,1.84,6244,0,82,,,19.12
"549948 (2011 WL2)",1.078,0.2834,14.13,212.91,88.85,0.772,1.38,1.12,3931,0,284,,,20.84
"551685 (2013 HT15)",1.101,0.4229,2.92,23.28,315.92,0.635,1.57,1.16,6146,0,137,3,2,21.82
"576763 (2012 UR136)",1.916,0.4607,6.06,87.51,202.78,1.033,2.80,2.65,2971,0,98,,,19.30
"585310 (2017 YZ1)",1.328,0.3351,20.87,277.70,298.49,0.883,1.77,1.53,4308,0,284,,,20.43
"605070 (2016 BT39)",1.968,0.5382,8.96,174.97,203.19,0.909,3.03,2.76,4006,0,90,,,19.67
"606441 (2017 YT5)",1.796,0.4192,36.47,133.53,197.04,1.043,2.55,2.41,3279,0,239,,,19.09
"612012 (1983 LC)",2.603,0.7146,1.56,159.69,184.90,0.743,4.46,4.2,14028,0,175,,,19.47
"612050 (1997 GL3)",2.27,0.7844,6.68,194.34,262.58,0.489,4.05,3.42,8829,0,748,,,19.14
"612098 (1999 RM45)",1.684,0.6446,10.89,162.63,88.91,0.599,2.77,2.19,8799,0,1760,2,0,19.82
"612143 (2000 BO28)",1.699,0.6003,6.34,319.73,303.41,0.679,2.72,2.21,12308,0,208,,,19.84
"612227 (2001 QC34)",1.129,0.1876,6.24,271.45,215.47,0.917,1.34,1.2,6906,0,632,,,20.20
"612267 (2001 SG286)",1.358,0.3474,7.77,241.11,56.28,0.886,1.83,1.58,6988,0,214,,,20.91
"612326 (2002 CD14)",1.779,0.5793,2.89,127.60,141.32,0.748,2.81,2.37,7213,0,92,,,20.42
"612337 (2002 EY2)",1.725,0.4866,21.73,343.39,51.10,0.886,2.56,2.27,6569,0,174,,,19.45
"612342 (2002 FC)",2.822,0.6660,6.76,50.10,195.23,0.942,4.70,4.74,6973,0,236,1,3,19.16
"612348 (2002 GZ8)",2.821,0.6402,5.32,309.75,161.48,1.015,4.63,4.74,7151,0,783,,,18.73
"612356 (2002 JX8)",0.7699,0.3057,4.31,68.52,338.12,0.535,1.01,0.676,7668,0,102,,,20.33
"612358 (2002 JE9)",1.066,0.4165,8.77,199.83,255.90,0.622,1.51,1.1,8029,0,252,,,21.40
"612380 (2002 PF43)",1.644,0.3662,13.86,142.74,191.63,1.042,2.25,2.11,7620,0,71,,,20.95
"612509 (2002 UK11)",1.324,0.5753,5.37,69.18,84.54,0.562,2.09,1.52,6818,0,86,,,21.89
"612522 (2002 VP69)",2.019,0.5270,10.12,306.83,189.04,0.955,3.08,2.87,7536,0,414,,,18.23
"612536 (2003 AA3)",1.421,0.2893,13.78,106.38,347.03,1.010,1.83,1.69,7944,0,331,,,20.30
"612780 (2004 MD)",1.917,0.5365,9.77,85.39,124.28,0.889,2.95,2.66,6055,0,483,,,20.16
"612786 (2004 PJ2)",1.418,0.3421,2.58,317.10,281.78,0.933,1.90,1.69,8261,0,134,,,21.57
"612813 (2004 RF84)",2.164,0.6038,23.29,344.52,122.61,0.858,3.47,3.18,6998,0,488,1,1,18.38
"612856 (2004 TP1)",1.291,0.3892,7.49,30.02,87.86,0.789,1.79,1.47,6946,0,458,,,20.75
"612901 (2004 XP14)",1.052,0.1586,32.95,281.01,273.74,0.885,1.22,1.08,5785,0,1372,1,3,19.79
"612924 (2005 CL)",1.986,0.7547,4.45,318.37,298.57,0.487,3.49,2.8,5136,0,114,,,20.29
"612989 (2005 LW39)",1.988,0.7156,28.47,251.45,275.19,0.566,3.41,2.8,6021,0,166,,,20.00
"613286 (2005 YQ96)",0.7434,0.3336,22.23,282.66,340.14,0.495,0.99,0.641,6559,0,99,5,4,20.63
"613403 (2006 GB)",0.9585,0.1795,10.07,183.68,242.92,0.786,1.13,0.938,6322,0,528,,,20.23
"613450 (2006 PY17)",1.895,0.6404,2.85,309.91,133.19,0.682,3.11,2.61,5029,0,189,,,19.30
"613569 (2006 TU7)",0.8513,0.4703,2.95,91.35,69.22,0.451,1.25,0.785,8055,0,196,,,21.91
"613714 (2007 DL41)",1.457,0.4765,4.67,150.72,140.23,0.763,2.15,1.76,5390,0,141,,,20.82
"613726 (2007 EF)",0.8203,0.4101,21.73,158.34,226.04,0.484,1.16,0.743,5538,0,120,,,21.34
"613986 (2008 JG)",1.051,0.2959,7.92,128.74,242.35,0.740,1.36,1.08,5781,0,423,,,20.81
"614134 (2008 TC4)",0.7804,0.5544,10.65,212.54,324.35,0.348,1.21,0.689,4726,0,180,,,21.65
"614433 (2009 KK)",1.502,0.4552,18.21,68.12,247.34,0.818,2.19,1.84,4960,0,191,,,20.58
"614470 Flordeneu (2009 ST19)",2.361,0.5949,6.73,0.13,336.93,0.956,3.77,3.63,8084,0,436,,,18.39
"618350 (2021 PS2)",1.554,0.4735,7.92,163.29,79.01,0.818,2.29,1.94,3966,0,306,,,19.92
"619106 (2005 SQ)",1.654,0.5748,1.20,317.11,294.98,0.703,2.61,2.13,6219,0,489,,,20.11
"619920 (2006 KY86)",2.294,0.6486,7.47,222.29,321.65,0.806,3.78,3.47,5150,0,317,,,19.74
"620055 (2003 BK47)",2.749,0.7062,20.66,138.78,235.34,0.808,4.69,4.56,6595,0,634,,,17.76
"620056 (2004 UR1)",2.175,0.6164,4.08,250.92,73.45,0.835,3.52,3.21,5889,0,243,,,20.53
"620063 (2009 DH39)",1.849,0.6001,53.69,155.39,68.25,0.739,2.96,2.51,5689,0,266,,,18.77
"620066 (2010 SC41)",1.866,0.6068,0.25,235.53,267.58,0.734,3.00,2.55,3918,0,394,,,19.86
"620071 (2011 WN15)",1.217,0.8580,33.43,75.55,218.57,0.173,2.26,1.34,2981,0,288,6,2,19.64
"620082 (2014 QL433)",2.092,0.7170,4.43,322.63,260.62,0.592,3.59,3.02,3328,0,340,4,3,19.87
"620084 (2014 WD201)",2.095,0.5026,8.47,105.68,199.82,1.042,3.15,3.03,3305,0,103,,,19.29
"620085 (2014 WG365)",1.296,0.3333,25.12,71.31,111.13,0.864,1.73,1.47,3504,0,214,0,1,20.12
"620092 (2015 HB10)",1.853,0.5716,5.70,6.12,79.69,0.794,2.91,2.52,3542,0,410,,,18.40
"620094 (2016 AJ193)",3.261,0.8163,22.57,331.16,82.14,0.599,5.92,5.89,4417,0,465,4,2,18.98
"620095 (2016 CB194)",2.512,0.6322,9.88,48.47,325.74,0.924,4.10,3.98,7295,0,99,,,17.70
"620096 Curupira (2016 HL)",1.813,0.6157,5.15,232.69,252.07,0.697,2.93,2.44,3468,0,395,,,19.85
"620099 (2016 OP5)",1.616,0.4523,8.24,79.52,291.04,0.885,2.35,2.05,1683,0,169,,,20.95
"620100 (2016 WJ1)",1.34,0.5031,2.89,81.99,87.77,0.666,2.01,1.55,7298,0,453,,,21.35
"620103 (2018 LC3)",1.346,0.5479,44.36,111.17,76.26,0.608,2.08,1.56,1423,1,90,,,18.79
"620107 (2020 XK7)",2.012,0.5593,8.08,197.59,26.95,0.887,3.14,2.85,3471,1,140,,,19.58
"621890 (2011 PO1)",2.515,0.6346,5.74,210.64,166.79,0.919,4.11,3.99,4539,0,146,,,20.91
"627157 (2008 OX1)",1.206,0.2776,29.74,304.82,281.35,0.871,1.54,1.32,4207,0,236,,,21.50
"657084 (2016 GT220)",1.608,0.3799,23.65,3.09,27.02,0.997,2.22,2.04,11583,1,178,,,17.83
"660096 (1998 SL36)",1.391,0.4181,19.06,353.08,116.80,0.809,1.97,1.64,8537,0,245,2,1,20.23
"666729 (2010 TV149)",1.699,0.5188,9.79,78.58,42.90,0.818,2.58,2.21,7736,0,629,,,18.72
"667255 (2011 EG17)",1.38,0.4188,20.11,170.10,241.55,0.802,1.96,1.62,4774,0,130,,,20.68
"668949 (2012 PP28)",1.989,0.6067,5.67,254.05,133.68,0.782,3.20,2.81,4215,0,185,,,19.27
"669051 (2012 SD22)",1.964,0.5727,7.91,140.22,313.83,0.839,3.09,2.75,8281,0,222,,,20.06
"669555 (2012 YQ1)",1.998,0.5627,5.15,120.01,42.26,0.874,3.12,2.82,4913,0,95,,,21.11
"671294 (2014 JO25)",2.066,0.8867,25.16,30.28,49.91,0.234,3.90,2.97,4408,0,1808,8,3,18.02
"671970 (2014 QO296)",1.835,0.4701,10.94,193.51,30.72,0.973,2.70,2.49,3638,0,136,,,20.15
"672457 (2014 UR116)",2.07,0.7278,6.57,5.81,286.96,0.564,3.58,2.98,5485,0,606,,,19.80
"672745 (2014 WV363)",1.846,0.5158,5.53,77.95,210.03,0.894,2.80,2.51,4817,0,97,,,19.05
"673011 (2015 AR45)",1.385,0.7013,9.23,114.35,239.63,0.414,2.36,1.63,5227,0,164,,,20.00
"673713 (2015 FQ117)",0.8606,0.6205,4.55,293.85,63.12,0.327,1.39,0.798,2919,0,84,,,20.87
"674590 (2015 RH2)",1.218,0.2666,5.36,332.38,115.37,0.893,1.54,1.34,3146,0,401,0,1,22.00
"675603 (2015 XE352)",1.335,0.3891,2.05,45.18,225.54,0.816,1.85,1.54,2960,0,453,,,20.94
"678413 (2017 SV20)",1.303,0.3054,22.73,110.86,119.66,0.905,1.70,1.49,4463,0,239,,,18.76
"678715 (2017 VV14)",2.24,0.8450,15.89,77.93,234.76,0.347,4.13,3.35,2613,0,140,,,18.34
"678927 (2018 BP)",1.557,0.3977,3.33,183.28,216.51,0.938,2.18,1.94,2485,0,321,,,20.56
"678976 (2018 EH4)",2.06,0.6126,6.19,2.83,75.23,0.798,3.32,2.96,3264,0,128,,,21.68
"679440 (2019 GT2)",1.84,0.5108,6.74,88.38,343.89,0.900,2.78,2.5,3724,0,88,,,19.10
"679655 (2020 BS12)",1.49,0.7457,4.63,311.97,90.29,0.379,2.60,1.82,3632,0,98,,,20.11
"679656 (2020 BP13)",1.568,0.3525,8.14,208.99,357.32,1.015,2.12,1.96,3098,0,367,,,21.07
"679786 (2020 QG3)",2.089,0.5654,7.43,186.56,229.76,0.908,3.27,3.02,4390,0,400,,,21.21
"679814 (2020 TH5)",1.425,0.3985,4.60,175.77,326.46,0.857,1.99,1.7,2858,0,230,,,21.04
"679885 (2021 NQ5)",1.611,0.4937,1.42,115.35,299.07,0.816,2.41,2.05,3614,0,139,,,21.12
"686964 (2011 GM44)",0.7817,0.5191,49.33,10.82,37.53,0.376,1.19,0.691,6555,0,143,,,19.68
"696513 (2016 NL56)",1.407,0.5450,4.60,340.90,87.43,0.640,2.17,1.67,7299,0,65,,,20.91
"712200 (2014 SM143)",1.206,0.4226,24.21,28.81,89.64,0.696,1.72,1.32,4972,0,137,5,3,20.38
"719194 (2018 PL23)",1.567,0.7870,14.35,178.29,293.68,0.334,2.80,1.96,4842,0,109,,,19.87
"       (1979 XB)",2.228,0.7084,24.73,86.06,75.58,0.650,3.81,3.33,4,9,18,,,18.60
"       (1991 GO)",1.926,0.6541,9.55,23.96,89.75,0.666,3.19,2.67,11748,0,89,,,20.10
"       (1994 CJ1)",1.491,0.3255,2.31,172.01,65.37,1.005,1.98,1.82,8278,0,180,1,1,21.54
"       (1994 EK)",2.151,0.6386,6.04,332.83,99.44,0.777,3.52,3.15,6919,0,108,,,20.30
"       (1994 NE)",2.047,0.6064,27.59,104.99,246.12,0.806,3.29,2.93,26,8,49,,,19.83
"       (1995 CR)",0.9069,0.8683,4.07,342.43,322.73,0.119,1.69,0.864,10576,0,257,,,21.76
"       (1996 JA1)",2.569,0.7002,21.60,55.80,248.53,0.770,4.37,4.12,5,6,328,,,21.00
"       (1997 GD32)",2.103,0.5991,5.26,55.31,226.57,0.843,3.36,3.05,22,7,95,,,21.50
"       (1997 QK1)",2.783,0.6465,2.89,306.76,3.00,0.984,4.58,4.64,5156,0,186,,,20.08
"       (1997 VG6)",1.602,0.5615,18.43,51.99,250.51,0.702,2.50,2.03,15,9,51,,,19.60
"       (1997 WQ23)",1.737,0.4947,2.45,55.82,296.63,0.878,2.60,2.29,8420,0,184,2,1,20.80
"       (1998 BY7)",2.02,0.6088,3.28,121.88,90.63,0.790,3.25,2.87,8595,0,163,0,2,21.47
"       (1998 HT31)",2.511,0.6928,6.79,213.90,80.42,0.771,4.25,3.98,18,8,145,,,20.80
"       (1998 HH49)",1.558,0.5037,8.43,23.45,288.25,0.773,2.34,1.94,9350,0,257,6,4,21.38
"       (1998 QK28)",2.335,0.5785,7.87,174.51,204.82,0.984,3.69,3.57,9270,0,607,,,19.54
"       (1998 QA62)",2.042,0.7415,24.84,180.79,273.95,0.528,3.56,2.92,8649,0,170,,,19.29
"       (1998 SH2)",2.743,0.7138,2.40,6.37,268.43,0.785,4.70,4.54,6615,0,148,,,20.80
"       (1998 SU4)",1.148,0.5806,23.15,350.58,241.85,0.481,1.81,1.23,5855,0,97,,,21.42
"       (1998 SY14)",2.837,0.6697,3.47,39.66,22.51,0.937,4.74,4.78,125,6,70,,,20.68
"       (1998 US18)",2.606,0.6766,9.66,207.23,115.47,0.843,4.37,4.21,7704,0,68,,,20.90
"       (1998 WB2)",1.973,0.5864,2.37,52.14,78.82,0.816,3.13,2.77,9147,0,316,3,0,21.85
"       (1998 XD12)",1.399,0.6239,13.53,259.98,69.28,0.526,2.27,1.65,10,8,60,,,20.96
"       (1999 FR19)",1.544,0.4766,20.81,0.75,106.73,0.808,2.28,1.92,2,9,39,,,22.45
"       (1999 GL4)",2.12,0.6025,7.26,178.39,293.88,0.843,3.40,3.09,239,6,48,,,19.70
"       (1999 JZ10)",1.306,0.4731,25.92,54.49,80.02,0.688,1.92,1.49,20,7,56,,,22.22
"       (1999 LX1)",1.165,0.7268,19.81,251.99,133.36,0.318,2.01,1.26,6,9,45,,,21.12
"       (1999 SG10)",1.454,0.6133,23.56,13.39,103.41,0.562,2.35,1.75,7691,0,123,,,20.76
"       (1999 TO13)",1.583,0.4359,20.25,15.14,302.23,0.893,2.27,1.99,11,8,98,,,21.85
"       (1999 TT16)",2.157,0.6631,1.99,327.12,149.64,0.727,3.59,3.17,7170,0,501,,,19.94
"       (1999 UR)",1.899,0.5040,3.59,50.65,18.23,0.942,2.86,2.62,4869,0,77,,,21.50
"       (1999 XS35)",17.8,0.9478,19.67,48.71,333.33,0.929,34.68,75.1,88,5,212,,,17.69
"       (1999 XK136)",2.384,0.7029,2.67,63.10,303.18,0.708,4.06,3.68,8088,0,152,,,20.56
"       (1999 YD)",2.464,0.5934,1.38,9.38,61.82,1.002,3.93,3.87,71,6,99,,,21.10
"       (2000 AA6)",1.286,0.5193,2.03,279.69,287.78,0.618,1.95,1.46,6943,0,151,,,22.45
"       (2000 CM33)",1.323,0.2721,11.55,132.82,50.29,0.963,1.68,1.52,8646,0,215,,,21.22
"       (2000 CO33)",2.334,0.5647,18.21,319.73,178.83,1.016,3.65,3.57,39,8,68,,,21.10
"       (2000 CP101)",1.775,0.6196,10.44,160.21,247.94,0.675,2.87,2.36,6958,0,198,,,19.90
"       (2000 DN1)",2.843,0.6807,8.04,41.17,148.11,0.908,4.78,4.79,6836,1,81,,,19.90
"       (2000 EU70)",2.216,0.7674,13.02,165.29,254.14,0.515,3.92,3.3,8437,0,107,,,18.70
"       (2000 JF5)",2.048,0.5551,13.71,58.12,216.90,0.911,3.18,2.93,5,9,65,,,21.81
"       (2000 KA)",1.332,0.4618,6.73,62.44,83.30,0.717,1.95,1.54,7335,0,478,2,2,21.75
"       (2000 LF3)",2.594,0.6543,14.60,81.89,224.27,0.897,4.29,4.18,13,4,72,1,4,21.60
"       (2000 PY5)",2.313,0.6029,3.79,147.26,94.83,0.919,3.71,3.52,31,7,43,,,21.10
"       (2000 PP9)",2.33,0.5504,5.59,171.69,159.60,1.048,3.61,3.56,5092,0,194,,,19.10
"       (2000 QS7)",2.672,0.6670,3.20,153.42,218.92,0.890,4.45,4.37,8209,0,129,,,19.48
"       (2000 QV7)",1.409,0.5230,9.12,154.73,79.61,0.672,2.15,1.67,7800,0,182,,,21.55
"       (2000 SL10)",1.372,0.3386,1.46,208.70,78.60,0.907,1.84,1.61,69,6,39,,,22.16
"       (2000 TU28)",1.073,0.1828,15.60,202.98,280.95,0.877,1.27,1.11,7915,0,276,,,21.05
"       (2000 UQ30)",1.747,0.4550,4.26,60.17,37.89,0.952,2.54,2.31,52,7,49,,,21.97
"       (2000 WC1)",0.8793,0.2625,17.41,50.79,230.08,0.648,1.11,0.825,5121,0,60,,,22.52
"       (2000 WH10)",2.523,0.6616,13.27,50.35,63.26,0.854,4.19,4.01,4,9,23,,,22.42
"       (2000 YG29)",3.218,0.6836,18.86,92.17,359.11,1.018,5.42,5.77,6347,0,233,,,18.81
"       (2001 CA21)",1.663,0.7752,4.96,46.65,218.63,0.374,2.95,2.15,2,9,13,,,18.77
"       (2001 EC)",2.598,0.7656,0.61,315.79,116.01,0.609,4.59,4.19,7666,0,557,,,18.65
"       (2001 FA58)",2.256,0.7197,8.22,155.82,114.53,0.632,3.88,3.39,6246,0,101,,,21.44
"       (2001 FC58)",1.021,0.3434,6.77,174.60,261.24,0.670,1.37,1.03,2912,1,148,,,20.40
"       (2001 FB90)",2.408,0.7665,1.84,264.36,16.28,0.562,4.25,3.74,8300,0,71,,,20.14
"       (2001 GR2)",1.863,0.6215,11.83,190.21,99.36,0.705,3.02,2.54,3850,0,78,,,21.85
"       (2001 GT2)",2.404,0.6295,3.73,145.99,359.52,0.891,3.92,3.73,4046,0,83,,,19.80
"       (2001 HL31)",2.434,0.7785,12.86,38.36,286.86,0.539,4.33,3.8,9,9,72,,,20.18
"       (2001 JV1)",1.705,0.4357,6.62,92.21,201.06,0.962,2.45,2.23,7475,0,211,1,2,21.50
"       (2001 KF54)",2.338,0.6503,1.63,172.48,170.88,0.818,3.86,3.57,6781,0,104,,,19.81
"       (2001 LD)",1.421,0.3756,30.16,79.22,114.35,0.887,1.95,1.69,8050,0,240,,,20.74
"       (2001 SQ3)",1.11,0.2546,23.90,356.15,268.28,0.827,1.39,1.17,7123,0,154,,,21.95
"       (2001 SY269)",1.68,0.5973,1.86,232.11,223.87,0.677,2.68,2.18,918,1,121,,,21.50
"       (2001 SZ269)",2.364,0.6627,2.45,98.93,191.14,0.797,3.93,3.63,8307,0,161,1,1,19.82
"       (2001 TA2)",1.771,0.6475,3.26,50.36,227.38,0.624,2.92,2.36,4194,0,127,1,1,22.00
"       (2001 TC45)",2.217,0.6428,15.48,35.16,67.06,0.792,3.64,3.3,8365,0,167,,,19.53
"       (2001 VB)",2.392,0.9002,9.53,306.04,224.38,0.239,4.55,3.7,7,9,53,,,18.40
"       (2001 VC2)",1.041,0.1321,12.51,67.04,103.87,0.904,1.18,1.06,7146,0,413,,,21.29
"       (2001 VJ5)",1.933,0.5614,6.06,44.68,67.64,0.848,3.02,2.69,6012,0,47,,,22.00
"       (2001 WH1)",2.461,0.8000,15.57,68.43,107.20,0.492,4.43,3.86,24,8,103,,,20.40
"       (2001 XQ)",3.632,0.7212,28.60,250.67,189.82,1.013,6.25,6.92,5129,0,171,,,19.20
"       (2001 XX4)",1.006,0.5568,0.85,127.07,186.82,0.446,1.57,1.01,388,1,102,,,22.10
"       (2001 XP31)",1.146,0.3853,6.13,241.23,81.73,0.705,1.59,1.23,7448,0,50,,,22.16
"       (2001 YP3)",2.493,0.6225,7.93,101.93,36.27,0.941,4.04,3.94,1455,0,135,1,1,22.00
"       (2001 YV3)",1.946,0.7187,5.20,107.21,244.43,0.547,3.34,2.71,7830,0,178,,,20.57
"       (2001 YB5)",2.34,0.8642,5.55,108.26,115.45,0.318,4.36,3.58,11,7,399,,,20.74
"       (2002 AV)",2.471,0.6573,2.85,123.61,286.05,0.847,4.10,3.88,1283,0,218,2,3,20.90
"       (2002 AY1)",0.7792,0.4372,29.90,287.84,323.81,0.439,1.12,0.688,8042,0,268,7,4,20.85
"       (2002 AZ1)",2.118,0.6668,8.14,113.59,97.16,0.706,3.53,3.08,35,7,67,,,21.40
"       (2002 AS4)",1.236,0.7936,26.30,285.38,42.67,0.255,2.22,1.37,8038,0,59,,,22.26
"       (2002 AT4)",1.867,0.4467,1.50,323.38,203.15,1.033,2.70,2.55,1805,0,197,,,21.20
"       (2002 AC9)",1.703,0.5605,2.28,2.43,28.62,0.748,2.66,2.22,7333,0,125,,,21.23
"       (2002 BM26)",1.832,0.4446,16.22,319.59,180.54,1.018,2.65,2.48,1829,0,243,2,2,20.10
"       (2002 CY9)",1.647,0.5074,41.96,305.28,117.37,0.811,2.48,2.11,6957,0,133,,,19.20
"       (2002 DO3)",1.86,0.4991,3.80,56.10,165.76,0.932,2.79,2.54,34,6,80,,,22.00
"       (2002 EU11)",2.397,0.6885,2.94,346.34,274.44,0.747,4.05,3.71,13,8,71,,,21.90
"       (2002 EV11)",2.1,0.8897,11.60,183.61,218.09,0.232,3.97,3.04,4421,0,87,,,20.00
"       (2002 FQ5)",1.916,0.5887,7.55,196.10,80.88,0.788,3.04,2.65,2949,0,77,,,20.64
"       (2002 GM5)",2.123,0.6954,7.30,14.01,274.02,0.647,3.60,3.09,7,9,21,,,21.92
"       (2002 GJ8)",3.231,0.6818,30.15,144.78,174.52,1.028,5.43,5.81,7846,0,107,,,19.57
"       (2002 HP11)",2.069,0.7645,5.13,9.02,90.59,0.487,3.65,2.98,7454,1,82,,,20.50
"       (2002 JZ8)",2.775,0.6300,11.36,196.36,343.78,1.027,4.52,4.62,6421,1,160,,,21.00
"       (2002 JQ9)",1.157,0.3944,25.00,51.87,76.10,0.700,1.61,1.24,7066,0,190,,,19.24
"       (2002 KG4)",2.939,0.6604,27.63,64.40,149.94,0.998,4.88,5.04,31,7,184,,,20.90
"       (2002 KK8)",1.953,0.4662,24.54,76.96,174.13,1.043,2.86,2.73,3996,0,110,1,1,21.00
"       (2002 LX)",2.517,0.6689,3.24,197.44,345.45,0.833,4.20,3.99,7177,0,127,,,21.22
"       (2002 LX64)",1.357,0.5706,4.85,285.51,230.99,0.583,2.13,1.58,6941,0,106,,,21.20
"       (2002 MX)",2.508,0.7964,1.96,284.30,237.58,0.510,4.50,3.97,18,8,35,,,21.70
"       (2002 MR3)",1.499,0.6175,9.72,110.22,67.39,0.573,2.42,1.84,8048,0,171,,,21.40
"       (2002 MT3)",2.873,0.6713,6.27,167.26,27.62,0.945,4.80,4.87,31,7,66,,,19.90
"       (2002 NY40)",2.05,0.7082,5.89,145.28,269.90,0.598,3.50,2.94,1099,0,1637,4,5,19.00
"       (2002 PR1)",2.494,0.5876,6.58,148.27,208.42,1.029,3.96,3.94,88,6,101,,,21.90
"       (2002 PE130)",2.551,0.6250,15.55,357.21,33.98,0.957,4.15,4.08,3092,0,145,,,18.51
"       (2002 QQ40)",1.215,0.5640,1.72,104.06,356.52,0.530,1.90,1.34,5831,1,71,,,21.48
"       (2002 QW47)",1.971,0.5187,4.22,116.24,140.89,0.949,2.99,2.77,5343,0,53,,,20.79
"       (2002 SQ41)",2.614,0.7988,25.11,21.56,96.03,0.526,4.70,4.23,7708,0,113,,,20.26
"       (2002 TP69)",1.947,0.4699,1.97,94.43,317.03,1.032,2.86,2.72,7096,0,454,,,21.92
"       (2002 TB70)",1.133,0.1317,16.66,195.02,350.89,0.984,1.28,1.21,6590,0,65,,,21.60
"       (2002 VR85)",1.814,0.6039,6.03,204.44,299.31,0.719,2.91,2.44,8012,0,267,,,20.30
"       (2002 XO14)",2.784,0.6474,2.62,295.31,184.89,0.982,4.59,4.64,131,6,140,,,22.10
"       (2003 AY2)",1.824,0.5633,10.33,274.87,286.10,0.796,2.85,2.46,6201,0,89,,,19.73
"       (2003 AC23)",2.171,0.5818,2.06,43.75,126.42,0.908,3.43,3.2,5857,0,85,,,21.90
"       (2003 AF23)",0.8745,0.4258,23.23,286.75,43.95,0.502,1.25,0.818,6621,0,457,1,2,21.01
"       (2003 BB21)",2.229,0.5540,4.77,344.12,212.78,0.994,3.46,3.33,7457,0,163,,,21.05
"       (2003 BR47)",1.628,0.5003,4.42,314.41,112.71,0.814,2.44,2.08,939,2,172,,,21.57
"       (2003 CG11)",2.592,0.7347,21.28,130.43,107.16,0.688,4.50,4.17,1657,0,81,,,20.50
"       (2003 EG16)",2.391,0.6897,20.40,151.22,110.67,0.742,4.04,3.7,4210,0,141,,,19.37
"       (2003 GG21)",2.139,0.7120,10.16,11.07,97.34,0.616,3.66,3.13,6770,0,180,,,21.97
"       (2003 GQ22)",0.8719,0.1819,17.02,199.49,168.78,0.713,1.03,0.814,6611,1,83,,,21.48
"       (2003 GR22)",1.545,0.6084,6.17,23.42,276.83,0.605,2.49,1.92,7170,0,82,,,22.16
"       (2003 GP51)",2.152,0.6022,2.86,141.89,357.51,0.856,3.45,3.16,21,8,53,,,22.00
"       (2003 HM)",0.8135,0.2699,26.27,30.45,19.33,0.594,1.03,0.734,6126,0,88,4,5,22.04
"       (2003 MU)",2.054,0.4947,5.90,143.61,175.67,1.038,3.07,2.94,3488,0,134,,,20.40
"       (2003 MS2)",1.042,0.1263,20.03,100.82,254.51,0.911,1.17,1.06,6896,0,282,4,3,21.21
"       (2003 MK4)",1.081,0.1813,22.32,282.58,109.71,0.885,1.28,1.12,7155,0,276,,,20.86
"       (2003 OC3)",2.25,0.5974,13.13,172.34,23.01,0.906,3.59,3.38,6189,0,223,,,18.83
"       (2003 RS1)",2.775,0.6415,2.66,172.35,164.15,0.995,4.56,4.62,5110,0,295,,,21.70
"       (2003 RB5)",1.884,0.4716,44.62,341.93,27.59,0.996,2.77,2.59,15,8,251,,,21.20
"       (2003 SK84)",2.537,0.7426,8.95,344.08,118.30,0.653,4.42,4.04,7516,0,106,,,21.23
"       (2003 SS84)",1.931,0.5718,5.49,198.16,234.92,0.827,3.04,2.68,6028,0,267,3,1,21.95
