"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2009 JR)",1.73,0.4896,8.41,225.36,295.22,0.883,2.58,2.28,2530,1,107,,,21.40
"       (2009 KD3)",2.17,0.6760,7.93,39.30,116.23,0.703,3.64,3.2,7,9,24,,,21.40
"       (2009 KE3)",2.67,0.7026,5.86,13.77,319.93,0.794,4.55,4.36,4935,0,123,,,18.31
"       (2009 KK8)",2.403,0.5942,2.27,120.48,194.14,0.975,3.83,3.73,4239,0,234,,,18.81
"       (2009 LQ)",1.536,0.5904,5.34,114.48,244.15,0.629,2.44,1.9,25,7,63,,,21.75
"       (2009 LW2)",1.206,0.2594,33.15,101.10,41.09,0.893,1.52,1.32,4184,0,64,,,19.70
"       (2009 OF)",2.352,0.5990,9.37,126.86,218.07,0.943,3.76,3.61,186,4,175,,,21.50
"       (2009 QJ9)",2.717,0.6207,19.27,157.78,202.23,1.031,4.40,4.48,3430,0,433,,,19.27
"       (2009 RV1)",2.698,0.6376,1.89,2.00,56.46,0.978,4.42,4.43,118,5,64,,,21.90
"       (2009 RZ3)",2.211,0.6747,52.65,344.68,114.19,0.719,3.70,3.29,4780,0,184,,,18.82
"       (2009 SB)",2.213,0.8007,5.45,215.07,271.80,0.441,3.99,3.29,4725,2,55,,,20.60
"       (2009 SN)",1.428,0.3219,26.47,344.66,37.75,0.968,1.89,1.71,4,9,26,,,21.70
"       (2009 SW17)",2.013,0.5982,8.40,42.44,42.18,0.809,3.22,2.86,5335,0,79,,,19.88
"       (2009 SG18)",3.04,0.6738,57.84,177.39,204.62,0.992,5.09,5.3,1709,1,74,,,17.93
"       (2009 TK12)",1.695,0.5844,3.84,245.51,245.54,0.705,2.69,2.21,4071,0,246,,,20.70
"       (2009 UQ)",1.785,0.5346,14.50,8.68,306.05,0.831,2.74,2.39,34,7,55,,,21.70
"       (2009 UY17)",0.8186,0.3163,42.06,202.07,30.57,0.560,1.08,0.741,25,7,20,,,20.92
"       (2009 VW)",1.44,0.5626,7.16,54.39,256.11,0.630,2.25,1.73,4932,0,163,,,21.75
"       (2009 VZ)",1.413,0.3253,12.31,233.65,221.51,0.953,1.87,1.68,5404,0,173,,,21.30
"       (2009 VA26)",1.513,0.3833,38.96,230.70,307.46,0.933,2.09,1.86,4755,0,76,,,20.73
"       (2009 VQ44)",1.345,0.7265,29.80,46.78,237.92,0.368,2.32,1.56,11,9,52,,,21.90
"       (2009 WJ1)",2.455,0.6784,0.62,276.55,195.14,0.789,4.12,3.85,139,6,50,,,21.16
"       (2009 XV)",2.568,0.6874,3.34,44.51,327.15,0.803,4.33,4.11,37,6,105,,,21.00
"       (2009 XT6)",2.18,0.7676,5.74,264.90,82.03,0.507,3.85,3.22,4555,0,125,,,20.36
"       (2010 AF30)",1.325,0.3719,3.06,62.39,162.90,0.832,1.82,1.53,2143,0,95,,,21.70
"       (2010 BV132)",1.228,0.1798,17.28,255.00,186.54,1.007,1.45,1.36,4259,2,36,,,21.39
"       (2010 CN44)",2.866,0.6712,3.86,188.75,303.96,0.943,4.79,4.85,1943,0,104,,,19.72
"       (2010 DO)",1.612,0.7458,11.94,154.43,116.82,0.410,2.82,2.05,744,1,64,,,21.66
"       (2010 DG77)",2.742,0.6501,16.73,290.02,196.11,0.959,4.52,4.54,2,9,14,,,20.32
"       (2010 DJ77)",0.9547,0.2107,24.74,286.71,103.75,0.754,1.16,0.933,5316,2,53,,,21.55
"       (2010 EF44)",2.187,0.8884,38.01,173.69,235.12,0.244,4.13,3.23,4768,0,85,,,20.17
"       (2010 EK44)",2.837,0.7722,11.26,180.67,107.70,0.646,5.03,4.78,233,4,97,,,19.79
"       (2010 FQ)",1.527,0.3563,10.56,140.43,359.52,0.983,2.07,1.89,5368,0,283,,,19.98
"       (2010 FF10)",2.38,0.6317,5.08,166.09,105.33,0.876,3.88,3.67,4061,0,200,,,21.80
"       (2010 FC81)",2.677,0.6231,1.68,144.30,63.64,1.009,4.35,4.38,4900,0,193,,,21.91
"       (2010 GS7)",2.694,0.6591,9.12,190.83,57.05,0.918,4.47,4.42,3344,0,255,,,21.51
"       (2010 GU21)",2.183,0.5633,3.18,57.17,201.20,0.953,3.41,3.23,206,2,446,3,2,21.14
"       (2010 HY22)",3.655,0.7242,44.15,19.19,343.29,1.008,6.30,6.99,4987,1,65,,,16.73
"       (2010 JG)",1.19,0.3196,23.31,49.72,292.02,0.810,1.57,1.3,4763,0,226,1,1,20.95
"       (2010 JK33)",2.232,0.6101,4.04,28.54,289.86,0.870,3.59,3.33,3854,0,139,,,20.90
"       (2010 JV34)",1.723,0.5441,7.21,225.32,87.03,0.786,2.66,2.26,3442,0,357,,,20.85
"       (2010 JJ41)",1.069,0.6686,3.21,50.65,28.89,0.354,1.78,1.1,27,7,22,,,21.83
"       (2010 JN71)",2.381,0.5903,17.74,62.41,185.59,0.976,3.79,3.67,4002,0,137,2,1,21.42
"       (2010 JE88)",2.109,0.7640,10.73,224.59,260.23,0.498,3.72,3.06,23,7,88,,,21.50
"       (2010 KQ10)",2.384,0.6620,6.70,243.85,287.77,0.806,3.96,3.68,3916,0,48,,,21.64
"       (2010 KR10)",2.168,0.5863,1.05,94.46,233.01,0.897,3.44,3.19,1316,0,97,,,19.50
"       (2010 KD149)",0.8889,0.2118,14.23,324.42,131.04,0.701,1.08,0.838,1955,1,50,,,21.48
"       (2010 LK34)",1.829,0.8073,5.32,130.07,249.31,0.352,3.31,2.47,4652,0,163,,,21.91
"       (2010 LZ63)",1.89,0.7610,13.87,307.00,79.56,0.452,3.33,2.6,4758,0,34,,,20.20
"       (2010 MU112)",1.756,0.5400,48.04,261.10,119.22,0.808,2.70,2.33,3501,0,57,,,20.79
"       (2010 MD127)",1.768,0.5998,19.70,19.91,112.79,0.708,2.83,2.35,4167,0,163,,,19.94
"       (2010 NT81)",1.33,0.2778,10.47,329.89,5.07,0.961,1.70,1.53,4247,1,31,,,21.48
"       (2010 ON101)",1.629,0.4095,9.31,251.57,8.14,0.962,2.30,2.08,3519,1,138,,,20.39
"       (2010 PK9)",0.6821,0.6758,12.59,306.51,195.64,0.221,1.14,0.563,4783,0,123,,,21.81
"       (2010 RA147)",2.161,0.6542,5.82,8.22,116.76,0.747,3.57,3.18,1332,1,143,,,19.44
"       (2010 RF181)",2.21,0.5453,6.22,51.07,2.45,1.005,3.42,3.29,3626,0,137,,,20.70
"       (2010 TP54)",2.392,0.5958,3.47,351.53,67.21,0.967,3.82,3.7,4007,0,105,,,21.71
"       (2010 TP55)",2.349,0.6694,3.33,232.77,69.59,0.777,3.92,3.6,2594,0,67,,,20.50
"       (2010 TS149)",1.498,0.3900,3.43,128.11,13.33,0.913,2.08,1.83,8060,0,142,,,20.01
"       (2010 TU149)",2.213,0.8247,1.96,58.89,92.65,0.388,4.04,3.29,4778,0,125,1,2,20.68
"       (2010 TX168)",1.483,0.5235,26.02,32.92,101.55,0.707,2.26,1.81,3322,0,273,,,20.07
"       (2010 UY6)",2.649,0.6166,19.88,9.03,20.39,1.016,4.28,4.31,4919,0,247,,,20.11
"       (2010 UG7)",2.238,0.7733,15.99,25.84,102.05,0.507,3.97,3.35,32,6,30,,,21.70
"       (2010 UQ7)",2.454,0.6783,4.51,236.83,76.59,0.789,4.12,3.84,1322,0,180,0,1,20.10
"       (2010 US7)",1.962,0.6383,55.19,240.87,247.92,0.710,3.21,2.75,4252,0,167,,,18.86
"       (2010 UK8)",2.19,0.6971,1.86,11.60,135.41,0.663,3.72,3.24,4765,0,134,,,20.07
"       (2010 VZ)",2.447,0.5922,8.46,181.93,215.64,0.998,3.90,3.83,1541,0,109,,,19.31
"       (2010 VT11)",1.754,0.6110,2.48,249.36,65.76,0.682,2.83,2.32,2594,0,224,,,21.70
"       (2010 VD72)",0.9184,0.1812,19.19,224.07,310.25,0.752,1.08,0.88,5071,0,75,,,21.53
"       (2010 WV8)",2.126,0.6720,8.44,55.12,288.13,0.697,3.55,3.1,50,6,86,,,21.90
"       (2010 WZ8)",1.973,0.5035,3.70,284.22,200.48,0.980,2.97,2.77,4143,0,170,,,20.78
"       (2010 XC15)",0.7324,0.4199,8.24,94.40,158.11,0.425,1.04,0.627,4406,0,279,4,5,21.48
"       (2010 XB24)",1.286,0.4392,5.53,263.28,285.91,0.721,1.85,1.46,4979,0,133,,,21.83
"       (2010 XC25)",1.743,0.5279,2.97,303.85,237.34,0.823,2.66,2.3,1413,2,112,,,20.90
"       (2010 XA68)",1.157,0.3013,59.28,74.32,107.46,0.809,1.51,1.25,3645,1,81,,,21.90
"       (2010 XP69)",1.523,0.3427,14.59,199.85,197.32,1.001,2.05,1.88,2370,1,55,,,20.75
"       (2010 YB)",1.822,0.4945,3.60,314.46,94.54,0.921,2.72,2.46,1910,0,241,,,20.86
"       (2011 AM24)",1.177,0.1489,9.14,127.13,215.29,1.001,1.35,1.28,5049,0,787,4,0,20.51
"       (2011 AT26)",2.373,0.6971,1.75,243.23,125.07,0.719,4.03,3.66,4016,2,53,,,21.60
"       (2011 BX10)",2.812,0.6455,9.77,79.08,348.67,0.997,4.63,4.72,5023,0,145,,,18.48
"       (2011 BY18)",2.263,0.7834,3.65,135.19,240.14,0.490,4.04,3.41,4881,0,101,,,20.83
"       (2011 BE38)",2.63,0.7110,8.16,321.35,302.65,0.760,4.50,4.27,1457,0,158,,,18.35
"       (2011 BM45)",1.921,0.8033,5.32,302.18,63.29,0.378,3.46,2.66,2908,2,50,,,21.60
"       (2011 BO59)",1.829,0.4649,4.75,343.52,221.38,0.979,2.68,2.47,3844,0,265,,,21.26
"       (2011 BT59)",2.493,0.9450,3.67,36.24,305.92,0.137,4.85,3.94,28,7,15,,,20.83
"       (2011 CG2)",1.177,0.1584,2.76,293.17,283.95,0.991,1.36,1.28,3588,0,431,,,21.45
"       (2011 CT4)",1.726,0.7186,2.65,304.76,69.68,0.486,2.97,2.27,3302,0,333,,,20.54
"       (2011 CC22)",1.123,0.1153,34.82,130.31,171.25,0.993,1.25,1.19,4754,0,62,,,21.22
"       (2011 CX46)",1.473,0.5493,7.77,150.82,105.77,0.664,2.28,1.79,3303,0,82,,,22.02
"       (2011 CY46)",2.149,0.6117,11.56,11.09,221.16,0.835,3.46,3.15,1269,0,219,,,19.90
"       (2011 DV)",0.9569,0.0499,10.59,35.12,350.55,0.909,1.00,0.936,4768,1,137,,,20.67
"       (2011 DS9)",2.622,0.6427,3.70,93.35,146.25,0.937,4.31,4.25,1421,0,270,,,20.20
"       (2011 EL11)",1.996,0.6903,3.91,313.72,82.24,0.618,3.37,2.82,5156,0,38,,,19.84
"       (2011 EF17)",2.343,0.7432,4.22,3.83,282.41,0.602,4.08,3.59,2816,0,72,,,19.20
"       (2011 EO40)",1.654,0.5403,3.36,50.25,17.17,0.760,2.55,2.13,34,6,20,,,21.71
"       (2011 EL51)",1.191,0.5687,10.98,198.48,94.85,0.514,1.87,1.3,4739,1,43,,,21.91
"       (2011 EO51)",1.565,0.7861,6.75,175.09,227.43,0.335,2.80,1.96,2209,1,51,,,21.20
"       (2011 GA)",1.8,0.5909,9.83,200.35,109.69,0.736,2.86,2.41,4614,0,177,3,1,20.73
"       (2011 GS60)",3.363,0.9227,19.30,137.51,307.56,0.260,6.47,6.17,2323,0,72,,,19.00
"       (2011 HS)",2.818,0.6918,7.86,182.35,334.46,0.868,4.77,4.73,61,6,79,,,21.10
"       (2011 JA)",1.185,0.2875,41.62,215.01,286.18,0.844,1.53,1.29,8032,0,93,,,21.44
"       (2011 JD1)",1.112,0.3576,21.95,34.31,85.63,0.714,1.51,1.17,18,8,75,,,21.73
"       (2011 JR13)",1.299,0.7257,24.70,235.08,129.59,0.356,2.24,1.48,3268,0,226,7,0,19.72
"       (2011 KE)",2.206,0.9547,5.89,205.00,188.56,0.100,4.31,3.28,4797,0,220,,,19.80
"       (2011 KU15)",1.955,0.8761,4.40,214.49,166.85,0.242,3.67,2.73,9,9,18,,,21.80
"       (2011 LA19)",2.912,0.6515,19.21,97.95,202.75,1.015,4.81,4.97,3750,0,298,,,19.17
"       (2011 LC19)",3.197,0.7321,10.50,219.42,139.20,0.857,5.54,5.72,2143,0,349,3,4,18.80
"       (2011 LJ19)",2.622,0.6208,1.54,296.42,30.50,0.994,4.25,4.25,167,5,418,,,21.30
"       (2011 MU)",1.35,0.6651,7.30,99.98,281.92,0.452,2.25,1.57,4020,0,207,,,20.33
"       (2011 OB)",0.904,0.5241,27.74,106.23,48.92,0.430,1.38,0.859,11321,0,86,,,19.41
"       (2011 OR15)",1.655,0.4432,5.01,146.08,251.11,0.922,2.39,2.13,942,1,77,,,21.00
"       (2011 OV18)",1.63,0.4391,16.94,271.30,148.99,0.914,2.35,2.08,4318,1,59,,,19.70
"       (2011 PS)",1.806,0.5151,3.73,19.08,26.86,0.876,2.74,2.43,2067,1,143,,,20.40
"       (2011 RJ1)",2.551,0.5893,6.75,7.39,345.37,1.048,4.05,4.08,71,5,154,,,21.90
"       (2011 SO32)",1.725,0.4769,9.91,198.73,243.61,0.902,2.55,2.26,3487,0,275,,,21.19
"       (2011 SM68)",1.396,0.6642,19.24,24.02,109.21,0.469,2.32,1.65,5195,0,220,,,19.63
"       (2011 TK)",2.464,0.6462,7.78,328.34,122.18,0.872,4.06,3.87,1662,1,85,,,21.50
"       (2011 TC4)",1.491,0.7196,3.13,200.68,309.40,0.418,2.56,1.82,4043,0,243,,,20.32
"       (2011 TX8)",0.9095,0.7084,5.98,207.83,313.36,0.265,1.55,0.867,4748,0,95,,,21.94
"       (2011 TN9)",1.899,0.4510,4.10,199.15,163.14,1.043,2.76,2.62,1223,1,368,,,21.39
"       (2011 UG20)",1.124,0.6867,18.99,205.70,305.07,0.352,1.90,1.19,2189,0,106,,,21.44
"       (2011 UH20)",1.231,0.3361,35.77,21.61,257.17,0.817,1.64,1.37,4007,0,95,,,21.10
"       (2011 UT20)",1.191,0.4407,6.56,271.34,246.46,0.666,1.72,1.3,4723,0,136,,,20.42
"       (2011 UV63)",1.193,0.1338,9.79,13.66,189.87,1.033,1.35,1.3,4733,0,97,,,21.70
"       (2011 UE305)",2.421,0.6707,4.72,303.66,53.00,0.797,4.04,3.77,1326,0,86,,,21.23
"       (2011 VU5)",2.198,0.5567,30.47,44.01,25.01,0.974,3.42,3.26,4674,0,52,,,20.40
"       (2011 WN46)",1.146,0.4145,26.57,43.11,104.11,0.671,1.62,1.23,10,8,28,,,21.09
"       (2011 WR46)",2.473,0.8948,4.87,240.74,323.36,0.260,4.69,3.89,11,8,126,,,20.00
"       (2011 XA3)",1.466,0.9261,28.12,273.30,324.05,0.108,2.82,1.78,4004,0,156,,,20.46
"       (2011 YE6)",2.813,0.7290,3.06,182.05,348.27,0.762,4.86,4.72,169,5,87,,,21.00
"       (2011 YG6)",1.165,0.2989,28.06,92.82,267.37,0.816,1.51,1.26,1839,0,201,,,21.09
"       (2011 YH28)",2.611,0.7167,8.74,284.09,288.90,0.740,4.48,4.22,182,5,71,,,20.55
"       (2011 YJ28)",1.06,0.0926,27.08,290.09,305.89,0.962,1.16,1.09,4403,0,181,,,21.32
"       (2011 YV62)",1.636,0.5997,7.79,243.82,85.37,0.655,2.62,2.09,1173,2,57,,,21.30
"       (2012 AD3)",2.197,0.6061,5.22,149.75,216.17,0.865,3.53,3.26,4606,0,186,,,19.62
"       (2012 AA11)",1.977,0.4857,6.42,21.11,146.10,1.017,2.94,2.78,3969,0,718,,,20.14
"       (2012 BS23)",1.938,0.5779,5.38,317.50,259.20,0.818,3.06,2.7,3132,0,83,,,21.50
"       (2012 BT23)",1.976,0.5996,9.09,182.23,43.38,0.791,3.16,2.78,9224,0,633,1,0,18.93
"       (2012 BU61)",2.526,0.7771,5.23,296.22,74.04,0.563,4.49,4.01,4371,0,87,,,21.48
"       (2012 BJ86)",1.981,0.6372,1.34,301.85,100.04,0.719,3.24,2.79,1090,1,80,,,21.30
"       (2012 BM86)",2.146,0.6365,11.36,163.81,56.80,0.780,3.51,3.14,1273,0,72,,,21.88
"       (2012 BB124)",1.155,0.2112,15.79,137.63,122.80,0.911,1.40,1.24,16893,0,219,,,21.09
"       (2012 CA21)",2.663,0.6562,28.66,127.89,35.87,0.916,4.41,4.35,3435,0,144,,,19.25
"       (2012 CA55)",1.801,0.4797,8.64,175.89,41.54,0.937,2.67,2.42,4504,0,156,,,21.90
"       (2012 DE31)",1.15,0.3729,29.69,141.63,262.19,0.721,1.58,1.23,22,7,42,,,21.70
"       (2012 DK31)",0.6938,0.5766,11.17,165.18,149.28,0.294,1.09,0.578,3983,1,151,,,21.98
"       (2012 FQ1)",2.605,0.6160,5.17,98.27,169.28,1.000,4.21,4.2,1427,2,76,,,19.30
"       (2012 FR1)",2.178,0.7101,13.29,354.55,87.23,0.631,3.72,3.21,4564,0,161,,,19.10
"       (2012 FG58)",2.147,0.5473,13.52,32.82,220.51,0.972,3.32,3.15,1058,0,97,,,22.00
"       (2012 FO62)",2.015,0.5161,3.98,258.41,212.86,0.975,3.05,2.86,1152,1,82,,,20.20
"       (2012 GV17)",1.641,0.4590,11.04,6.77,311.82,0.888,2.39,2.1,1380,0,89,,,21.11
"       (2012 HJ1)",2.002,0.6066,31.30,44.62,291.25,0.788,3.22,2.83,4044,0,363,,,17.95
"       (2012 HG8)",2.46,0.7277,25.58,214.51,256.80,0.670,4.25,3.86,1456,0,336,,,19.71
"       (2012 HG31)",2.173,0.5320,10.24,148.28,173.10,1.017,3.33,3.2,1089,1,525,,,18.94
"       (2012 HZ33)",1.197,0.2103,23.88,54.90,231.59,0.946,1.45,1.31,3162,0,174,,,20.40
"       (2012 JS11)",2.823,0.6736,9.54,208.02,124.15,0.921,4.72,4.74,206,2,341,2,1,20.30
"       (2012 KA4)",1.1,0.7800,5.80,214.89,237.50,0.242,1.96,1.15,2577,0,104,,,21.16
"       (2012 KC6)",1.241,0.2464,11.32,195.37,338.03,0.935,1.55,1.38,5412,0,187,,,21.64
"       (2012 KU12)",1.638,0.4886,8.63,53.06,74.37,0.838,2.44,2.1,260,4,65,,,21.60
"       (2012 LR1)",1.337,0.3813,42.32,83.09,66.58,0.827,1.85,1.55,4054,1,129,,,20.51
"       (2012 LZ1)",2.558,0.5897,26.09,264.49,14.28,1.050,4.07,4.09,3029,0,716,2,2,19.91
"       (2012 LK11)",2.428,0.5938,5.15,152.12,160.03,0.986,3.87,3.78,1603,1,91,,,20.28
"       (2012 MS4)",2.264,0.7209,67.68,265.86,257.54,0.632,3.90,3.41,6444,0,274,2,1,18.68
"       (2012 MJ6)",1.822,0.4899,9.23,82.18,127.43,0.930,2.72,2.46,1862,1,40,,,21.07
"       (2012 MZ6)",2.141,0.7120,1.36,317.20,225.05,0.617,3.67,3.13,24,8,58,,,21.50
"       (2012 NN)",2.575,0.6275,4.63,237.52,6.31,0.959,4.19,4.13,1278,1,283,0,1,20.90
"       (2012 OO)",1.697,0.3838,4.83,160.88,179.92,1.046,2.35,2.21,4196,0,604,0,2,20.64
"       (2012 OQ)",1.191,0.3950,7.10,294.00,100.76,0.720,1.66,1.3,3540,0,415,2,2,21.90
"       (2012 OP4)",2.118,0.6584,20.65,143.56,262.86,0.723,3.51,3.08,3503,0,365,,,20.06
"       (2012 PS4)",1.767,0.5934,3.94,86.18,144.24,0.719,2.82,2.35,4173,0,76,,,21.29
"       (2012 QC8)",2.821,0.7586,5.68,22.17,47.73,0.681,4.96,4.74,8429,0,248,,,18.04
"       (2012 QQ10)",1.935,0.4688,3.96,65.53,227.95,1.028,2.84,2.69,2836,0,104,,,20.94
"       (2012 QG42)",1.026,0.3745,6.81,344.77,116.18,0.642,1.41,1.04,2449,0,2171,4,4,20.90
"       (2012 QE50)",1.733,0.4410,11.90,193.91,224.89,0.969,2.50,2.28,3475,0,722,,,19.04
"       (2012 RG15)",1.077,0.4536,48.94,336.61,247.24,0.588,1.57,1.12,3739,0,78,,,19.76
"       (2012 TY52)",1.664,0.5531,9.63,221.58,252.88,0.744,2.58,2.15,922,1,100,,,21.30
"       (2012 TF53)",1.426,0.3689,6.13,201.04,282.41,0.900,1.95,1.7,1800,0,144,,,21.16
"       (2012 TO139)",2.441,0.8884,5.36,179.14,56.40,0.272,4.61,3.81,6967,0,109,,,19.87
"       (2012 TP139)",1.467,0.4649,2.34,271.76,3.37,0.785,2.15,1.78,3318,0,149,,,20.23
"       (2012 TJ146)",2.681,0.6446,5.17,41.44,54.90,0.953,4.41,4.39,3467,0,212,,,20.66
"       (2012 UZ33)",2.228,0.5804,3.36,85.88,224.77,0.935,3.52,3.33,10960,0,120,,,19.33
"       (2012 UU136)",1.16,0.2120,35.59,36.08,227.73,0.914,1.41,1.25,7313,0,91,,,21.45
"       (2012 UR138)",1.968,0.5430,7.78,255.87,49.08,0.899,3.04,2.76,4040,0,68,,,21.25
"       (2012 UR158)",2.232,0.8576,3.19,286.45,239.43,0.318,4.15,3.33,3679,0,126,,,20.67
"       (2012 VK6)",2.303,0.7054,1.84,291.02,339.31,0.678,3.93,3.5,40,8,20,,,20.10
"       (2012 VL6)",2.343,0.5659,8.73,19.48,19.28,1.017,3.67,3.59,2434,0,62,,,20.66
"       (2012 VO6)",1.966,0.5355,3.57,242.47,243.78,0.913,3.02,2.76,4225,0,107,,,21.44
"       (2012 VF37)",2.463,0.6514,4.90,82.40,58.77,0.859,4.07,3.87,217,5,269,,,21.00
"       (2012 VE46)",0.7131,0.3613,6.67,8.65,190.59,0.455,0.97,0.602,2225,1,77,,,20.20
"       (2012 VC82)",2.38,0.5813,10.81,355.34,29.27,0.996,3.76,3.67,4058,0,59,,,19.95
"       (2012 XY6)",2.009,0.4901,7.78,348.32,173.34,1.024,2.99,2.85,2397,0,217,,,19.14
"       (2012 XO111)",2.005,0.4980,4.27,328.03,189.89,1.006,3.00,2.84,1135,1,78,,,21.16
"       (2012 XA133)",1.328,0.6977,4.06,225.56,77.99,0.401,2.25,1.53,3759,0,92,,,20.96
"       (2012 XJ134)",2.567,0.7376,2.47,237.02,124.49,0.674,4.46,4.11,51,6,197,,,21.50
"       (2012 YO1)",1.825,0.4900,17.47,85.81,312.74,0.931,2.72,2.46,1836,0,110,,,21.30
"       (2012 YO3)",2.439,0.6726,3.60,30.95,351.45,0.799,4.08,3.81,1356,1,112,,,21.20
"       (2012 YY6)",1.525,0.6812,4.03,22.62,317.79,0.486,2.56,1.88,1251,2,69,,,21.30
"       (2013 AN20)",1.465,0.3048,23.07,105.34,355.84,1.018,1.91,1.77,1655,2,86,,,21.82
"       (2013 AS27)",1.105,0.2285,33.59,105.21,253.43,0.852,1.36,1.16,2570,0,233,,,21.38
"       (2013 AX52)",1.198,0.1221,32.60,289.10,356.66,1.052,1.34,1.31,3206,0,138,,,20.24
"       (2013 AN60)",1.894,0.5822,6.95,248.51,125.73,0.791,3.00,2.61,32,7,45,,,21.90
"       (2013 BC18)",2.754,0.7696,24.79,286.11,262.35,0.635,4.87,4.57,3480,0,146,,,18.82
"       (2013 BD18)",2.319,0.6638,17.27,285.05,251.73,0.780,3.86,3.53,33,7,39,,,21.20
"       (2013 BO76)",1.701,0.5201,1.95,242.18,4.96,0.816,2.59,2.22,3547,0,487,,,20.48
"       (2013 ED28)",1.55,0.6667,4.89,152.93,258.55,0.517,2.58,1.93,2698,0,70,,,21.50
"       (2013 ER89)",1.695,0.5357,26.98,0.95,283.62,0.787,2.60,2.21,4042,0,125,,,20.17
"       (2013 EV108)",2.398,0.6342,8.42,33.34,215.22,0.877,3.92,3.71,4133,0,283,,,20.84
"       (2013 EO126)",2.297,0.7822,2.98,153.40,148.55,0.500,4.09,3.48,2572,0,304,,,19.90
"       (2013 FX7)",1.266,0.3099,5.22,211.53,28.91,0.873,1.66,1.42,3866,0,132,,,21.63
"       (2013 FA8)",1.929,0.6738,3.12,165.46,281.00,0.629,3.23,2.68,2944,0,149,,,21.05
"       (2013 FW13)",1.121,0.3619,23.42,175.80,272.17,0.716,1.53,1.19,4196,0,146,,,21.70
"       (2013 GY7)",1.247,0.2306,29.57,189.90,128.60,0.959,1.53,1.39,3985,0,343,,,20.40
"       (2013 GR38)",1.79,0.5567,4.59,218.64,68.39,0.793,2.79,2.39,2804,0,163,1,1,21.80
"       (2013 GS66)",2.011,0.5843,2.44,204.25,273.41,0.836,3.19,2.85,964,1,92,,,21.00
"       (2013 GG69)",2.684,0.6694,9.26,183.17,144.73,0.887,4.48,4.4,3540,0,524,,,18.88
"       (2013 GZ73)",2.372,0.6172,7.34,116.76,340.19,0.908,3.84,3.65,8297,0,82,,,19.08
"       (2013 GA80)",1.174,0.1534,32.19,29.10,133.15,0.994,1.35,1.27,1672,1,234,,,21.50
"       (2013 GH84)",1.564,0.3716,14.90,53.35,186.50,0.983,2.15,1.96,2171,0,57,,,20.56
"       (2013 JM7)",1.211,0.2740,4.96,242.47,154.85,0.879,1.54,1.33,2953,0,73,,,20.60
"       (2013 JN7)",1.719,0.6400,2.25,297.49,167.53,0.619,2.82,2.25,3306,0,68,,,21.00
"       (2013 JM14)",1.894,0.5097,8.09,109.36,44.63,0.929,2.86,2.61,2790,0,71,,,21.60
"       (2013 JL22)",1.187,0.5943,3.06,37.95,69.09,0.482,1.89,1.29,8046,0,108,,,21.30
"       (2013 JR28)",2.201,0.6548,6.55,103.54,230.57,0.760,3.64,3.26,37,2,304,3,4,21.70
"       (2013 KZ1)",1.563,0.5065,29.20,236.01,104.73,0.771,2.35,1.95,737,1,88,,,21.50
"       (2013 LE16)",2.564,0.6077,32.83,81.77,198.13,1.006,4.12,4.11,1452,0,155,,,18.53
"       (2013 LG16)",1.6,0.4082,11.15,232.78,209.56,0.947,2.25,2.02,3669,2,87,,,19.35
"       (2013 LM31)",2.265,0.6550,1.75,103.16,251.17,0.782,3.75,3.41,218,4,124,,,20.31
"       (2013 LN31)",2.258,0.8022,23.21,100.76,278.85,0.447,4.07,3.39,1345,0,196,,,20.00
"       (2013 MW6)",1.733,0.4837,5.51,0.75,191.24,0.895,2.57,2.28,3096,1,75,,,19.87
"       (2013 NV)",0.9585,0.5111,29.29,275.58,227.81,0.469,1.45,0.938,12872,0,208,,,20.15
"       (2013 NJ10)",1.613,0.4573,7.04,90.71,25.16,0.875,2.35,2.05,4110,1,68,,,18.32
"       (2013 NF19)",1.67,0.6953,27.33,283.23,263.10,0.509,2.83,2.16,3826,0,38,,,21.64
"       (2013 ND24)",2.048,0.7428,3.64,295.10,97.24,0.527,3.57,2.93,47,6,15,,,21.20
"       (2013 OD4)",1.885,0.7763,12.20,127.35,299.38,0.422,3.35,2.59,3931,0,134,,,21.04
"       (2013 PV13)",2.749,0.6449,11.88,151.13,221.54,0.976,4.52,4.56,3433,0,100,,,20.73
"       (2013 QR1)",1.95,0.7369,45.64,151.51,279.37,0.513,3.39,2.72,24,4,365,1,1,21.60
"       (2013 QU1)",1.184,0.2495,35.24,149.13,55.25,0.889,1.48,1.29,3271,0,56,,,21.16
"       (2013 QC11)",1.511,0.6191,2.15,250.45,332.77,0.575,2.45,1.86,1196,1,107,,,21.58
"       (2013 RZ73)",1.368,0.5341,25.13,355.54,262.33,0.638,2.10,1.6,2955,0,167,,,21.00
"       (2013 RH74)",2.284,0.5942,5.48,200.43,227.76,0.927,3.64,3.45,2526,0,382,0,1,20.90
"       (2013 RJ74)",2.819,0.7207,22.50,348.13,124.48,0.787,4.85,4.73,228,4,99,,,19.10
"       (2013 SW24)",2.672,0.6514,6.14,347.16,323.85,0.932,4.41,4.37,261,4,255,,,21.00
"       (2013 TR132)",1.45,0.3614,31.96,35.38,330.10,0.926,1.97,1.75,2560,0,61,,,20.07
"       (2013 TE135)",2.364,0.7580,6.05,182.24,103.12,0.572,4.16,3.64,3830,0,129,,,19.96
