"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2018 AR2)",1.661,0.3864,10.15,109.89,352.73,1.019,2.30,2.14,10,8,51,,,25.50
"       (2018 AS2)",0.9714,0.2258,5.44,293.09,287.23,0.752,1.19,0.957,1,6,16,,,28.60
"       (2018 AT2)",1.87,0.4789,4.06,110.27,344.42,0.974,2.77,2.56,8,7,29,,,27.70
"       (2018 AU2)",1.823,0.4734,9.39,292.14,206.65,0.960,2.69,2.46,1,7,33,,,27.40
"       (2018 AE3)",2.573,0.5926,12.63,44.67,21.06,1.048,4.10,4.13,14,8,45,,,21.27
"       (2018 AF3)",1.206,0.0673,7.70,133.52,170.13,1.125,1.29,1.32,1530,1,87,,,22.89
"       (2018 AG3)",1.106,0.2032,5.54,106.71,281.27,0.881,1.33,1.16,2,8,13,,,26.00
"       (2018 AH3)",2.762,0.6387,1.59,334.03,88.93,0.998,4.53,4.59,7,9,31,,,24.60
"       (2018 AJ3)",1.148,0.1294,4.83,109.30,342.69,0.999,1.30,1.23,5,6,49,,,27.70
"       (2018 AK3)",2.338,0.5706,3.36,102.72,351.93,1.004,3.67,3.57,14,8,30,,,25.70
"       (2018 AL3)",1.148,0.2470,6.09,94.22,302.81,0.865,1.43,1.23,31,6,41,,,24.37
"       (2018 AM3)",2.078,0.4678,11.74,117.03,357.00,1.106,3.05,3,11,8,36,,,25.10
"       (2018 AN3)",2.497,0.5902,0.38,39.06,99.31,1.023,3.97,3.95,15,8,52,,,24.60
"       (2018 AW3)",1.067,0.1262,23.72,110.37,222.33,0.932,1.20,1.1,4,8,19,,,24.00
"       (2018 AX3)",1.429,0.2366,13.42,286.39,190.31,1.091,1.77,1.71,39,6,59,,,23.30
"       (2018 AY3)",1.647,0.4066,5.25,112.48,325.05,0.977,2.32,2.11,2,8,26,,,27.00
"       (2018 AZ3)",1.124,0.4827,25.59,112.81,245.21,0.581,1.67,1.19,5,8,37,,,25.00
"       (2018 AA4)",2.475,0.6159,3.50,114.79,323.55,0.951,4.00,3.89,15,7,66,,,25.90
"       (2018 AB4)",1.274,0.1400,3.43,106.17,349.48,1.095,1.45,1.44,12,8,26,,,25.60
"       (2018 AC4)",1.286,0.4504,24.04,293.97,87.14,0.707,1.87,1.46,2,8,33,,,25.40
"       (2018 AD4)",0.9289,0.2189,13.57,112.17,199.14,0.726,1.13,0.895,56,3,76,,,22.90
"       (2018 AE4)",2.447,0.6336,10.38,297.81,131.62,0.897,4.00,3.83,29,6,72,,,24.70
"       (2018 AF4)",1.285,0.1816,7.75,349.98,154.34,1.051,1.52,1.46,85,5,65,,,24.00
"       (2018 AG4)",1.261,0.2942,10.49,296.02,236.01,0.890,1.63,1.42,3,6,92,,,26.10
"       (2018 AT11)",1.424,0.3133,9.24,288.30,210.82,0.978,1.87,1.7,15,7,22,,,25.00
"       (2018 AU11)",0.9768,0.3653,10.36,114.02,114.77,0.620,1.33,0.965,6,7,32,,,25.30
"       (2018 AV11)",1.364,0.3865,1.74,125.55,56.63,0.837,1.89,1.59,8,7,55,,,25.10
"       (2018 AW11)",1.065,0.1691,7.75,114.17,280.22,0.885,1.25,1.1,22,6,60,,,25.90
"       (2018 AY11)",1.622,0.6587,5.96,117.51,257.16,0.554,2.69,2.07,7,8,29,,,25.20
"       (2018 AZ11)",1.268,0.2143,16.61,115.33,329.49,0.996,1.54,1.43,12,7,36,,,25.70
"       (2018 AA12)",1.528,0.3651,7.28,101.17,46.29,0.970,2.09,1.89,28,7,37,,,24.86
"       (2018 AB12)",1.083,0.2029,12.46,300.01,82.53,0.863,1.30,1.13,55,5,75,,,24.40
"       (2018 AC12)",1.727,0.4346,7.85,302.85,144.24,0.976,2.48,2.27,29,7,44,,,25.40
"       (2018 AD12)",2.071,0.4910,5.42,138.95,319.97,1.054,3.09,2.98,23,7,34,,,25.10
"       (2018 AE12)",2.092,0.7839,8.30,128.17,227.58,0.452,3.73,3.02,1093,1,82,,,22.36
"       (2018 AF12)",1.537,0.7178,13.05,307.94,49.91,0.434,2.64,1.91,30,7,39,,,21.79
"       (2018 AG12)",1.1,0.3089,8.62,305.99,279.39,0.760,1.44,1.15,592,2,70,,,23.70
"       (2018 AH12)",1.075,0.1505,5.35,128.80,72.99,0.913,1.24,1.11,21,6,32,,,26.90
"       (2018 AJ12)",2.38,0.7377,11.51,96.31,286.21,0.624,4.14,3.67,1672,2,85,,,18.97
"       (2018 AK12)",1.931,0.7105,2.53,303.42,272.77,0.559,3.30,2.68,7,9,16,,,25.18
"       (2018 AL12)",1.595,0.6238,2.35,317.46,260.34,0.600,2.59,2.01,11,8,36,,,24.91
"       (2018 AM12)",0.9171,0.1162,21.67,288.84,51.06,0.811,1.02,0.878,2928,1,125,,,21.16
"       (2018 AN12)",1.372,0.2556,11.51,116.71,334.31,1.022,1.72,1.61,13,7,64,,,24.90
"       (2018 AO12)",2.321,0.4908,0.70,77.79,35.55,1.182,3.46,3.54,5,9,13,,,25.40
"       (2018 AP12)",2.694,0.6419,17.36,273.12,297.51,0.965,4.42,4.42,200,4,58,,,20.90
"       (2018 AB13)",2.517,0.4836,7.50,290.80,184.21,1.300,3.73,3.99,1481,2,47,,,22.10
"       (2018 AE13)",1.104,0.1033,17.76,301.70,111.02,0.990,1.22,1.16,15,7,32,,,24.50
"       (2018 AF13)",1.883,0.4345,24.40,304.07,112.91,1.065,2.70,2.58,23,6,42,,,21.50
"       (2018 AG13)",2.635,0.5678,32.10,87.58,342.91,1.139,4.13,4.28,23,7,48,,,19.30
"       (2018 AH13)",1.253,0.1249,15.15,300.42,206.77,1.097,1.41,1.4,29,6,43,,,23.90
"       (2018 AJ13)",1.063,0.5878,4.46,98.98,129.48,0.438,1.69,1.1,,9,9,,,24.87
"       (2018 AK13)",1.731,0.5582,48.04,112.82,223.11,0.765,2.70,2.28,7,8,33,,,20.20
"       (2018 AL13)",1.736,0.4203,5.31,110.70,103.76,1.006,2.47,2.29,704,1,69,,,20.85
"       (2018 AM13)",1.445,0.3712,19.89,123.71,278.14,0.908,1.98,1.74,2532,0,83,,,22.11
"       (2018 AL18)",1.285,0.2341,16.79,313.26,94.10,0.984,1.59,1.46,1360,0,72,,,21.90
"       (2018 AM18)",1.52,0.3180,5.56,299.00,200.34,1.036,2.00,1.87,13,8,22,,,25.20
"       (2018 AN18)",2.569,0.5000,28.36,106.14,276.41,1.285,3.85,4.12,1477,2,23,,,19.89
"       (2018 AO18)",1.804,0.3146,3.87,124.90,43.15,1.237,2.37,2.42,659,2,79,,,21.31
"       (2018 AP18)",2.073,0.7678,9.81,338.33,7.21,0.481,3.66,2.98,1142,2,41,,,17.75
"       (2018 AT18)",2.13,0.5334,0.37,315.40,150.49,0.994,3.27,3.11,1,8,19,,,27.56
"       (2018 AU18)",2.346,0.5994,0.11,71.49,11.93,0.940,3.75,3.59,5,8,19,,,27.50
"       (2018 AV18)",1.385,0.3728,30.35,299.66,254.80,0.869,1.90,1.63,,9,11,,,24.52
"       (2018 AN66)",2.266,0.8626,8.52,123.42,131.85,0.311,4.22,3.41,1368,0,29,,,22.85
"       (2018 AA74)",2.196,0.4102,4.89,54.11,110.53,1.295,3.10,3.25,27,6,16,,,21.57
"       (2018 BA)",1.301,0.2164,23.21,116.78,351.65,1.019,1.58,1.48,6,8,45,,,25.00
"       (2018 BB)",2.121,0.5264,9.98,295.51,189.54,1.004,3.24,3.09,10,8,30,,,25.00
"       (2018 BC)",1.048,0.0697,2.86,297.20,212.86,0.975,1.12,1.07,3,4,59,,,29.40
"       (2018 BD)",1.055,0.2872,2.38,297.83,274.33,0.752,1.36,1.08,,7,30,,,30.10
"       (2018 BQ)",1.331,0.2501,1.64,275.85,201.69,0.998,1.66,1.54,50,5,100,,,25.70
"       (2018 BR)",1.923,0.4493,8.63,173.46,257.72,1.059,2.79,2.67,8,8,31,,,22.90
"       (2018 BS)",2.068,0.4439,0.28,126.23,343.60,1.150,2.99,2.97,28,8,62,,,24.50
"       (2018 BU)",1.277,0.1927,12.50,300.27,182.88,1.031,1.52,1.44,11,8,34,,,25.90
"       (2018 BV)",1.414,0.2407,7.62,138.70,12.24,1.074,1.75,1.68,1826,0,50,,,23.68
"       (2018 BW)",1.35,0.2886,8.00,115.31,333.32,0.960,1.74,1.57,1,7,28,,,28.10
"       (2018 BX)",0.8226,0.2219,6.46,298.49,338.93,0.640,1.01,0.746,1,6,29,,,29.10
"       (2018 BG1)",1.906,0.4730,7.10,127.67,345.18,1.004,2.81,2.63,23,7,61,,,25.50
"       (2018 BH1)",2.209,0.6192,0.27,38.05,7.19,0.841,3.58,3.28,26,8,20,,,25.05
"       (2018 BJ1)",1.9,0.6493,1.71,284.44,103.04,0.666,3.13,2.62,6,9,18,,,25.20
"       (2018 BK1)",1.242,0.3650,23.01,296.41,351.59,0.789,1.70,1.38,4014,0,79,,,20.19
"       (2018 BL1)",2.244,0.7001,6.19,125.11,93.34,0.673,3.81,3.36,23,7,57,,,23.30
"       (2018 BM1)",2.51,0.6122,5.81,118.08,307.19,0.974,4.05,3.98,3,9,10,,,24.50
"       (2018 BN1)",1.406,0.4167,5.48,342.24,52.37,0.820,1.99,1.67,1845,1,31,,,23.86
"       (2018 BO1)",1.678,0.4447,11.27,350.61,23.13,0.931,2.42,2.17,1430,1,43,,,20.66
"       (2018 BP1)",0.7376,0.4015,6.40,126.30,180.38,0.441,1.03,0.634,24,7,48,,,24.60
"       (2018 BQ1)",1.646,0.4432,7.07,122.92,304.92,0.916,2.38,2.11,24,7,94,,,22.60
"       (2018 BR1)",1.579,0.4106,6.97,115.82,324.48,0.930,2.23,1.98,2,7,19,,,29.50
"       (2018 BS1)",2.542,0.5822,3.37,76.35,56.46,1.062,4.02,4.05,51,5,94,,,23.40
"       (2018 BT1)",0.8652,0.3096,29.91,121.01,140.69,0.597,1.13,0.805,1475,0,136,0,1,23.06
"       (2018 BU1)",1.594,0.4622,6.37,302.84,238.17,0.857,2.33,2.01,745,0,109,,,24.60
"       (2018 BV1)",1.1,0.0915,21.38,298.74,244.60,0.999,1.20,1.15,35,7,72,,,24.30
"       (2018 BW1)",1.402,0.2892,8.99,299.12,162.61,0.997,1.81,1.66,7,7,43,,,27.10
"       (2018 BX1)",1.32,0.3795,33.20,300.42,103.36,0.819,1.82,1.52,7,8,50,,,23.73
"       (2018 BX2)",1.521,0.2866,16.43,134.17,344.42,1.085,1.96,1.87,22,7,33,,,23.30
"       (2018 BY2)",1.641,0.3814,9.00,202.42,330.25,1.015,2.27,2.1,2677,0,691,,,20.47
"       (2018 BZ2)",2.172,0.5990,11.82,244.11,150.64,0.871,3.47,3.2,6731,0,122,,,20.39
"       (2018 BA3)",2.05,0.5199,6.07,126.05,11.04,0.984,3.12,2.94,9,7,66,,,26.40
"       (2018 BB3)",1.863,0.6088,27.49,117.85,286.81,0.729,3.00,2.54,5,8,50,,,25.70
"       (2018 BC3)",2.401,0.5731,1.81,92.13,27.86,1.025,3.78,3.72,21,7,74,,,25.48
"       (2018 BD3)",1.728,0.5641,18.16,298.88,101.72,0.753,2.70,2.27,19,8,56,,,22.46
"       (2018 BE3)",1.976,0.4482,1.38,64.11,62.97,1.090,2.86,2.78,21,7,42,,,24.90
"       (2018 BF3)",1.551,0.4759,11.70,298.90,117.35,0.813,2.29,1.93,3,7,50,,,26.00
"       (2018 BG3)",1.259,0.3904,15.68,309.83,265.88,0.768,1.75,1.41,9,8,53,,,23.90
"       (2018 BH3)",0.8666,0.3384,1.99,298.86,50.30,0.573,1.16,0.807,15,3,99,0,1,25.40
"       (2018 BJ3)",1.144,0.3265,4.80,351.75,232.47,0.771,1.52,1.22,2419,1,73,,,23.09
"       (2018 BK3)",2.421,0.4872,24.27,313.58,166.21,1.242,3.60,3.77,80,5,56,,,20.50
"       (2018 BL3)",1.947,0.4592,13.30,145.59,49.47,1.053,2.84,2.72,2459,0,84,,,20.20
"       (2018 BM3)",1.117,0.5106,19.62,105.45,250.80,0.547,1.69,1.18,1619,1,46,,,21.92
"       (2018 BO3)",2.632,0.5341,13.40,349.69,155.93,1.226,4.04,4.27,112,5,114,,,21.20
"       (2018 BP3)",1.15,0.2581,1.42,306.80,103.32,0.854,1.45,1.23,6,6,46,,,28.79
"       (2018 BY4)",1.371,0.5125,21.91,291.07,38.98,0.668,2.07,1.61,13,8,15,,,21.00
"       (2018 BZ4)",1.427,0.2188,15.69,117.89,107.50,1.115,1.74,1.71,14,7,26,,,21.70
"       (2018 BA5)",1.367,0.4310,4.54,338.41,42.69,0.778,1.96,1.6,16,7,16,,,24.20
"       (2018 BB5)",0.9563,0.5931,7.96,128.85,136.22,0.389,1.52,0.935,19,7,23,,,24.40
"       (2018 BC5)",2.269,0.5390,4.80,120.17,41.42,1.046,3.49,3.42,23,7,21,,,23.80
"       (2018 BD5)",1.644,0.4387,1.77,319.32,120.71,0.923,2.37,2.11,18,7,78,,,26.00
"       (2018 BE5)",1.347,0.4596,6.12,114.93,276.12,0.728,1.97,1.56,3,8,37,,,24.50
"       (2018 BF5)",0.975,0.0849,18.94,119.89,243.35,0.892,1.06,0.963,6,6,99,,,24.20
"       (2018 BG5)",1.114,0.2829,1.91,356.45,35.83,0.799,1.43,1.18,2001,1,121,,,24.08
"       (2018 BH5)",1.04,0.3315,4.09,114.81,118.52,0.695,1.38,1.06,14,7,42,,,25.20
"       (2018 BJ5)",1.097,0.0236,22.51,122.21,99.85,1.071,1.12,1.15,196,3,84,,,21.65
"       (2018 BK5)",1.178,0.0958,30.25,309.63,214.94,1.065,1.29,1.28,32,7,67,,,23.10
"       (2018 BL5)",1.758,0.3825,3.94,119.51,7.07,1.085,2.43,2.33,51,6,45,,,24.10
"       (2018 BM5)",0.765,0.3923,3.15,304.07,333.96,0.465,1.07,0.669,732,0,67,1,1,27.42
"       (2018 BN5)",2.002,0.5116,8.14,123.39,38.11,0.978,3.03,2.83,15,8,26,,,25.91
"       (2018 BO5)",1.121,0.4025,6.12,120.62,256.15,0.670,1.57,1.19,5,7,24,,,26.30
"       (2018 BP5)",1.5,0.3256,6.73,347.97,113.34,1.012,1.99,1.84,78,5,89,,,22.50
"       (2018 BQ5)",1.892,0.5079,1.19,294.92,149.13,0.931,2.85,2.6,3,8,30,,,27.34
"       (2018 BW5)",2.083,0.3966,1.06,139.52,349.14,1.257,2.91,3.01,6615,0,56,,,22.07
"       (2018 BX5)",1.317,0.3331,0.09,165.06,259.21,0.879,1.76,1.51,5,7,30,,,28.90
"       (2018 BY5)",2.455,0.6487,3.97,117.23,318.98,0.863,4.05,3.85,2,8,18,,,26.10
"       (2018 BZ5)",1.738,0.5266,3.51,318.51,106.05,0.823,2.65,2.29,11,8,35,,,26.00
"       (2018 BC6)",2.493,0.5698,1.94,312.87,156.24,1.073,3.91,3.94,28,7,20,,,24.60
"       (2018 BD6)",2.42,0.5747,48.89,130.74,351.30,1.029,3.81,3.76,34,7,52,,,20.80
"       (2018 BE6)",1.871,0.5524,20.64,309.00,235.56,0.838,2.91,2.56,5,7,119,,,24.50
"       (2018 BF6)",2.51,0.7132,2.26,105.54,305.89,0.720,4.30,3.98,3,8,48,,,25.60
"       (2018 BH6)",2.659,0.5816,25.40,298.00,237.29,1.112,4.20,4.33,1503,1,104,,,18.38
"       (2018 BJ6)",1.124,0.1180,6.17,123.03,353.32,0.991,1.26,1.19,3,6,32,,,28.50
"       (2018 BK6)",1.33,0.2255,24.03,309.21,146.36,1.030,1.63,1.53,10,8,35,,,24.80
"       (2018 BL6)",2.387,0.5652,2.74,354.25,130.53,1.038,3.74,3.69,66,6,50,,,24.37
"       (2018 BM6)",1.66,0.3969,0.98,63.38,68.79,1.001,2.32,2.14,3,8,20,,,26.60
"       (2018 BN6)",1.113,0.3439,2.09,300.08,93.46,0.730,1.50,1.17,17,6,48,,,26.80
"       (2018 BO6)",2.267,0.5492,19.01,128.61,15.89,1.022,3.51,3.41,3,8,35,,,25.40
"       (2018 BP6)",2.058,0.5836,8.38,134.91,52.05,0.857,3.26,2.95,10,7,67,,,24.62
"       (2018 BQ6)",1.962,0.5276,4.41,132.17,34.06,0.927,3.00,2.75,3,8,34,,,27.50
"       (2018 BR6)",1.221,0.1960,13.12,130.42,312.92,0.981,1.46,1.35,12,7,36,,,26.30
"       (2018 BS6)",1.262,0.2929,14.42,128.29,56.77,0.892,1.63,1.42,3,8,36,,,24.90
"       (2018 BT6)",2.25,0.8276,3.00,307.03,72.13,0.388,4.11,3.38,2319,1,197,,,21.30
"       (2018 BU6)",2.059,0.6181,8.52,122.77,300.56,0.786,3.33,2.95,10,8,56,,,24.80
"       (2018 BY6)",1.209,0.2798,6.57,288.24,76.12,0.871,1.55,1.33,2952,2,23,,,23.56
"       (2018 BZ6)",1.735,0.3499,40.82,138.74,35.73,1.128,2.34,2.29,48,6,33,,,22.00
"       (2018 BA7)",1.477,0.4923,18.37,322.37,67.84,0.750,2.20,1.79,3554,0,280,,,18.79
"       (2018 BB7)",2.319,0.6291,8.79,83.40,345.76,0.860,3.78,3.53,56,6,64,,,20.90
"       (2018 BH7)",2.467,0.4805,5.81,52.92,86.11,1.281,3.65,3.87,47,5,31,,,22.80
"       (2018 BJ7)",2.638,0.6331,2.75,122.94,61.56,0.968,4.31,4.28,42,7,58,,,24.10
"       (2018 BK7)",1.661,0.4366,5.58,0.62,198.57,0.936,2.39,2.14,49,5,66,,,23.40
"       (2018 BE11)",1.499,0.3012,3.65,86.86,18.22,1.048,1.95,1.84,38,7,13,,,25.58
"       (2018 BF11)",1.748,0.4271,1.89,324.12,127.98,1.002,2.49,2.31,1,9,6,,,26.50
"       (2018 BG11)",1.41,0.2891,4.48,103.26,346.97,1.002,1.82,1.67,1,9,6,,,27.35
"       (2018 BL11)",1.676,0.4955,2.07,302.44,123.01,0.846,2.51,2.17,3,7,23,,,28.20
"       (2018 BE92)",1.971,0.3612,4.64,312.12,110.45,1.259,2.68,2.77,4,9,9,,,22.52
"       (2018 CA)",1.636,0.3863,9.69,128.94,32.90,1.004,2.27,2.09,105,5,86,,,23.50
"       (2018 CB)",1.409,0.3199,5.29,320.56,208.25,0.958,1.86,1.67,12,2,209,0,4,25.90
"       (2018 CC)",1.284,0.3491,8.45,317.44,245.99,0.836,1.73,1.45,17,6,45,,,26.60
"       (2018 CH)",0.8175,0.4011,1.56,109.92,241.41,0.490,1.15,0.739,9,7,36,,,26.40
"       (2018 CJ)",1.849,0.5778,2.91,308.81,269.08,0.781,2.92,2.51,1860,0,57,,,23.64
"       (2018 CK)",1.83,0.5775,3.41,311.52,112.87,0.773,2.89,2.48,13,7,37,,,26.50
"       (2018 CL)",0.8543,0.2412,11.85,136.27,141.68,0.648,1.06,0.79,2,6,64,,,25.50
"       (2018 CM)",2.005,0.5321,1.50,138.69,31.58,0.938,3.07,2.84,1,7,33,,,27.80
"       (2018 CN)",1.827,0.6607,3.54,320.63,264.06,0.620,3.03,2.47,2,7,40,,,26.40
"       (2018 CT)",1.267,0.2581,33.93,134.39,319.01,0.940,1.59,1.43,2,7,22,,,25.80
"       (2018 CV)",1.286,0.1891,30.03,137.20,49.56,1.043,1.53,1.46,5,8,42,,,24.30
"       (2018 CW)",0.938,0.1379,29.31,131.38,171.95,0.809,1.07,0.908,388,3,45,,,21.39
"       (2018 CX)",1.596,0.4421,9.17,317.97,233.41,0.891,2.30,2.02,28,6,59,,,25.20
"       (2018 CY)",1.182,0.2510,2.60,218.39,28.00,0.885,1.48,1.29,243,5,65,,,23.50
"       (2018 CZ)",1.763,0.4094,13.22,141.86,22.93,1.041,2.48,2.34,18,8,27,,,25.10
"       (2018 CA1)",1.213,0.1940,27.29,135.80,325.80,0.978,1.45,1.34,4,7,36,,,25.20
"       (2018 CB1)",1.688,0.4797,1.48,168.70,29.05,0.878,2.50,2.19,9,8,36,,,25.50
"       (2018 CC1)",1.06,0.5000,2.29,8.31,250.04,0.530,1.59,1.09,22,7,61,,,23.50
"       (2018 CD1)",2.38,0.5547,9.02,314.62,154.44,1.060,3.70,3.67,76,6,46,,,23.83
"       (2018 CE1)",2.519,0.5900,6.81,139.33,311.59,1.033,4.00,4,76,6,46,,,21.06
"       (2018 CQ1)",1.44,0.5795,19.03,95.08,319.43,0.606,2.28,1.73,2546,0,55,,,21.00
"       (2018 CR1)",2.146,0.4942,35.92,328.15,111.44,1.085,3.21,3.14,2045,0,105,,,20.36
"       (2018 CS1)",1.346,0.3514,5.03,134.46,304.89,0.873,1.82,1.56,5,7,41,,,28.20
"       (2018 CT1)",1.35,0.6319,18.68,125.09,131.28,0.497,2.20,1.57,26,7,52,,,21.93
"       (2018 CU1)",1.912,0.5664,19.66,341.42,99.04,0.829,2.99,2.64,63,5,148,,,20.90
"       (2018 CV1)",2.481,0.5677,7.07,103.01,36.73,1.072,3.89,3.91,40,6,57,,,23.80
"       (2018 CW1)",2.038,0.3658,13.10,17.55,76.14,1.292,2.78,2.91,1226,0,44,,,21.60
"       (2018 CX1)",0.8182,0.3954,33.97,0.88,295.90,0.495,1.14,0.74,1113,2,59,,,20.16
"       (2018 CY1)",2.457,0.5853,5.04,324.30,162.12,1.019,3.89,3.85,21,7,40,,,25.70
"       (2018 CZ1)",0.983,0.1537,21.49,136.78,125.75,0.832,1.13,0.975,2,7,40,,,24.60
"       (2018 CA2)",1.546,0.3521,9.51,324.47,195.54,1.002,2.09,1.92,7,7,56,,,26.10
"       (2018 CB2)",0.8949,0.3611,22.84,140.87,129.43,0.572,1.22,0.847,4,7,48,,,25.00
"       (2018 CC2)",1.939,0.4942,15.08,129.35,45.04,0.981,2.90,2.7,3,8,47,,,24.50
"       (2018 CD2)",2.276,0.6733,7.48,339.09,85.74,0.743,3.81,3.43,3,9,13,,,24.92
"       (2018 CE2)",2.36,0.4693,16.23,39.01,148.55,1.253,3.47,3.63,117,5,118,,,20.50
"       (2018 CF2)",1.837,0.5057,16.31,137.56,320.31,0.908,2.77,2.49,2,7,40,,,28.00
"       (2018 CG2)",2.01,0.7023,20.57,78.56,337.45,0.598,3.42,2.85,1150,1,120,,,19.20
"       (2018 CH2)",2.073,0.5322,5.44,323.91,202.87,0.970,3.18,2.99,5,7,36,,,28.00
"       (2018 CJ2)",1.24,0.2500,26.83,137.16,308.54,0.930,1.55,1.38,2,7,50,,,25.00
"       (2018 CK2)",1.289,0.1925,21.07,325.06,216.17,1.041,1.54,1.46,2,8,22,,,25.00
"       (2018 CL2)",2.345,0.6301,3.07,105.05,89.28,0.867,3.82,3.59,2,9,17,,,25.80
"       (2018 CM2)",1.686,0.4041,3.43,36.75,65.08,1.005,2.37,2.19,105,5,36,,,24.40
"       (2018 CN2)",1.204,0.4738,25.74,320.15,276.61,0.633,1.77,1.32,1,7,60,,,27.80
"       (2018 CO2)",1.879,0.6833,14.86,32.59,225.44,0.595,3.16,2.58,6598,0,153,,,19.43
"       (2018 CP2)",1.601,0.4640,5.05,340.33,223.70,0.858,2.34,2.03,25,7,50,,,24.30
"       (2018 CR2)",1.663,0.3914,13.33,336.55,181.85,1.012,2.31,2.14,18,8,39,,,24.20
"       (2018 CS2)",0.8097,0.2761,4.26,347.42,356.79,0.586,1.03,0.729,25,7,29,,,25.50
"       (2018 CT2)",1.729,0.3196,31.84,322.00,216.71,1.176,2.28,2.27,25,6,63,,,21.46
"       (2018 CU2)",1.737,0.4627,1.49,335.52,205.72,0.934,2.54,2.29,6,7,34,,,27.90
"       (2018 CV2)",0.8952,0.3137,30.16,137.78,226.23,0.614,1.18,0.847,6,8,22,,,25.56
"       (2018 CW2)",0.7599,0.4224,5.10,331.91,327.71,0.439,1.08,0.662,1471,0,161,2,1,25.66
"       (2018 CX2)",2.114,0.5941,5.61,125.06,75.67,0.858,3.37,3.07,3,8,26,,,25.50
"       (2018 CY2)",1.128,0.1841,26.53,144.00,73.52,0.921,1.34,1.2,2199,0,206,,,22.45
"       (2018 CZ2)",2.179,0.6727,5.42,120.49,117.99,0.713,3.64,3.22,1348,1,76,,,21.40
"       (2018 CA3)",1.141,0.1269,14.36,126.74,58.82,0.997,1.29,1.22,2,9,26,,,23.69
"       (2018 CB3)",1.832,0.6408,3.82,349.33,47.68,0.658,3.01,2.48,19,8,24,,,23.03
"       (2018 CC3)",1.851,0.5104,9.31,139.33,314.89,0.906,2.80,2.52,2,8,29,,,26.70
"       (2018 CD3)",1.401,0.3389,2.82,326.72,221.91,0.926,1.88,1.66,5,7,28,,,28.60
"       (2018 CE3)",2.227,0.5481,1.83,125.96,27.05,1.006,3.45,3.32,2,8,16,,,27.50
"       (2018 CF3)",2.015,0.5182,1.07,359.63,172.59,0.971,3.06,2.86,2,8,18,,,26.60
"       (2018 CG3)",1.902,0.4600,2.31,113.61,40.94,1.027,2.78,2.62,17,8,18,,,25.80
"       (2018 CH3)",2.611,0.5357,24.63,301.27,261.97,1.212,4.01,4.22,27,7,22,,,20.84
"       (2018 CP3)",1.499,0.3561,23.91,335.43,110.74,0.965,2.03,1.84,37,6,71,,,22.40
"       (2018 CQ3)",1.169,0.1455,4.00,139.79,319.31,0.999,1.34,1.26,156,4,103,,,25.20
"       (2018 CR3)",1.443,0.6473,3.12,149.94,97.69,0.509,2.38,1.73,4,8,33,,,25.63
"       (2018 CS3)",1.882,0.4143,6.94,159.68,307.71,1.102,2.66,2.58,5,9,16,,,24.70
"       (2018 CT3)",1.156,0.3067,20.32,145.47,82.14,0.801,1.51,1.24,7,8,27,,,22.88
"       (2018 CU13)",2.467,0.6145,1.13,76.18,107.96,0.951,3.98,3.87,8,8,25,,,26.20
"       (2018 CV13)",1.334,0.1474,16.82,123.64,242.66,1.137,1.53,1.54,3101,0,52,,,21.29
"       (2018 CW13)",1.611,0.7051,28.91,130.03,243.39,0.475,2.75,2.04,2189,0,296,,,19.94
"       (2018 CX13)",1.42,0.4752,28.27,124.62,306.41,0.745,2.09,1.69,3684,0,139,,,19.34
"       (2018 CY13)",1.369,0.3090,17.30,315.45,259.97,0.946,1.79,1.6,23,8,18,,,24.20
"       (2018 CZ13)",2.042,0.4773,1.24,243.16,313.86,1.067,3.02,2.92,99,5,96,,,23.75
"       (2018 CA14)",0.9467,0.1554,10.60,319.94,6.83,0.800,1.09,0.921,12,6,35,,,24.40
"       (2018 CB14)",2.417,0.7000,17.74,294.78,124.98,0.725,4.11,3.76,10,9,48,,,21.30
"       (2018 CD14)",2.32,0.4881,11.12,320.51,189.18,1.188,3.45,3.53,52,6,33,,,24.00
"       (2018 CE14)",1.332,0.3805,3.66,328.31,253.18,0.825,1.84,1.54,10,7,59,,,25.70
"       (2018 CF14)",1.432,0.3159,10.04,328.20,110.50,0.980,1.88,1.71,14,8,15,,,24.60
"       (2018 CG14)",1.556,0.3181,12.50,324.71,131.96,1.061,2.05,1.94,44,6,16,,,24.10
"       (2018 CH14)",2.413,0.5773,1.86,321.39,162.76,1.020,3.81,3.75,22,7,30,,,25.30
"       (2018 CJ14)",2.149,0.5095,19.07,320.59,129.57,1.054,3.24,3.15,6,9,14,,,22.90
"       (2018 CK14)",2.246,0.4668,20.92,137.60,70.10,1.198,3.29,3.37,1061,1,62,,,19.45
"       (2018 CL14)",1.378,0.2784,11.99,125.51,45.55,0.994,1.76,1.62,,9,9,,,25.64
"       (2018 CO14)",1.408,0.2340,19.72,144.60,32.63,1.078,1.74,1.67,22,8,21,,,24.16
"       (2018 CP14)",1.093,0.2129,19.61,148.55,104.38,0.860,1.33,1.14,22,7,125,,,22.60
"       (2018 CU14)",1.119,0.1546,1.03,134.19,75.37,0.946,1.29,1.18,15,7,57,,,27.60
"       (2018 CY14)",1.796,0.4637,8.46,115.21,311.84,0.963,2.63,2.41,42,5,26,,,22.20
